事件guid,规则名称,描述,预警时间,状态,级别
8052fb5c226f454ca187fefecab82ad8,疑似共同食品聚集,食品品牌：燕京啤酒;食品名称：燕京啤酒;加工及包装方式：预包装,2019/7/22 20:16,已排除,医院级
8917baa247d74d06b85a1832333ebc2d,疑似共同食品聚集,食品品牌：燕京鲜啤;食品名称：冰啤酒;加工及包装方式：预包装,2019/8/1 12:05,已排除,医院级
8db32bdbdc7348f5876e94a2aa0f28da,疑似共同食品聚集,食品品牌：不明确;食品名称：啤酒（冷藏）;加工及包装方式：预包装,2019/7/4 3:10,已排除,医院级
784d1434f1894067ac9df8765636c593,疑似共同食品聚集,食品名称：包子;加工及包装方式：餐饮服务业,2019/10/11 12:12,已排除,医院级
401d6ce3678842acbb323113bc4972f1,疑似共同食品聚集,食品名称：面条;加工及包装方式：餐饮服务业,2019/10/11 12:12,已排除,医院级
37680fefdd5f4dde86b9a82a730fd5d7,疑似共同食品聚集,食品品牌：银麦;食品名称：啤酒;加工及包装方式：预包装,2019/9/1 1:10,已排除,医院级
0fefb4d6ac7948a4bc5a283d18a3de4d,疑似共同食品聚集,食品品牌：伊利;食品名称：酸奶;加工及包装方式：预包装,2019/11/14 12:14,已排除,医院级
73a63f7cb4b24ccea5bbe2453e6a72aa,疑似共同地点聚集,进食场所：零售店;详细进食地点：山东省泰安市新泰市道泉峪村,2019/11/12 1:14,已排除,医院级
81315636b53b4193a101cc2abb67bf60,疑似共同地点聚集,进食场所：农贸市场;详细进食地点：山东省泰安市新泰市石莱镇零售市场,2019/10/23 1:13,已排除,医院级
535288c702604a718eeac35e59635ce7,疑似共同地点聚集,进食场所：零售店;详细进食地点：山东省泰安市新泰市家中,2019/11/12 1:14,已排除,医院级
da1db9bb65ff479993035e1606788210,疑似共同地点聚集,进食场所：农贸市场;详细进食地点：山东省泰安市新泰市自家中,2019/11/17 1:15,已排除,医院级
c65d8169320a49ca8deed4578f82b125,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/7/30 1:05,已排除,地市级
54e89b7eb1cd4b3db12f32473ab2ea64,横纹肌溶解综合症监测,初步诊断：横纹肌溶解综合征,2019/8/8 16:10,已确定,地市级
7a541854fa0a43cc8419c4c31cf141f2,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/8/14 12:11,已排除,地市级
8c90a2cd781a4a01b52778f8db98e6d0,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/12/6 16:18,已排除,地市级
95dd5c04b86747d48fe541c1fc569ee4,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/11/1 12:15,已排除,地市级
1684407c9eb94f108620bfa2c9700068,疑似共同食品聚集,食品名称：小龙虾;加工及包装方式：餐饮服务业,2019/8/14 1:10,已排除,地市级
206a8671bbee40eea4d8966f8aec7b02,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/7/30 1:05,已排除,地市级
25730cb27ce94c4bab70bda6a38b0d3a,横纹肌溶解综合症监测,初步诊断：横纹肌溶解综合征,2019/8/23 16:17,已确定,地市级
20ac88cc232142528fe323647de31d48,疑似共同食品聚集,食品名称：螃蟹;加工及包装方式：餐饮服务业,2019/9/9 12:11,已确定,区县级
191517069bb14d93afff9822bbd8b6a0,疑似共同食品聚集,食品名称：蒸扇贝;加工及包装方式：餐饮服务业,2019/8/1 16:06,已确定,医院级
03f5cdfb170d4c84b1d0cdfc17fed3d0,疑似共同食品聚集,食品名称：炸肉串;加工及包装方式：餐饮服务业,2019/9/10 12:11,已确定,医院级
03fe98ba31e4421d9b1e04777dca0cc0,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：辽宁省葫芦岛市绥中县东戴河何富继农家院,2019/7/30 12:04,已排除,医院级
37ef136cbd8b46289ab629989fbc034a,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：河北省秦皇岛市北戴河区坤堡海鲜烧烤,2019/8/15 12:09,已确定,医院级
325aff1d6da04a7db16483a0488b7f97,疑似共同食品聚集,食品名称：煮花蛤;加工及包装方式：餐饮服务业,2019/8/12 12:10,已排除,医院级
282bc1c688554454beeb7f4dc4a6366c,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：辽宁省营口市西市区不祥,2019/7/23 12:32,已确定,医院级
414ef1b486c74efebdebe15e9a9d4b9f,疑似共同食品聚集,食品名称：蒸皮皮虾;加工及包装方式：餐饮服务业,2019/7/23 0:04,已确定,医院级
39724fdd05974653b7a1ca59568bd259,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：辽宁省葫芦岛市绥中县东戴河止锚湾农家院,2019/8/6 12:04,已确定,医院级
4321c3c2b82d4fa58ef18883c126dd7c,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：河北省秦皇岛市北戴河区海帝宾馆,2019/7/23 12:32,已确定,医院级
98551ab270454d96ad34d04d7657d387,疑似共同食品聚集,食品名称：煮虾;加工及包装方式：餐饮服务业,2019/7/30 12:04,已排除,医院级
90ffc82cb3a04a1893def651c1359537,疑似共同食品聚集,食品品牌：散装;食品名称：薯片;加工及包装方式：预包装,2019/9/10 12:11,已确定,医院级
8f4a1cd0784b4d1da47fd003ee0e7809,疑似共同食品聚集,食品名称：煮螃蟹;加工及包装方式：餐饮服务业,2019/7/30 12:04,已排除,医院级
8bea5cf603544c51b53ae44252cf8beb,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：河北省秦皇岛市北戴河区海帝宾馆,2019/7/22 19:45,已确定,医院级
582582cc718e444f975caa0efd6b355c,疑似共同地点聚集,进食场所：街头食品;详细进食地点：河北省秦皇岛市山海关区路边摊,2019/8/5 12:04,已排除,医院级
6151591ef52f4d41b46bb7d816b1a950,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：辽宁省葫芦岛市绥中县绥中南海农家院,2019/8/6 12:04,已确定,医院级
6f8de026f03d4d7699dac52f06e79dde,疑似共同食品聚集,食品名称：炒花蛤;加工及包装方式：餐饮服务业,2019/7/30 12:04,已排除,医院级
6d4609404f5c4830a5392aa4fee43557,疑似共同食品聚集,食品名称：清蒸鱼;加工及包装方式：餐饮服务业,2019/8/1 16:05,已排除,医院级
6b38052a013c48368d1d73b5df8be1f2,疑似共同食品聚集,食品名称：煮螃蟹;加工及包装方式：餐饮服务业,2019/7/23 0:04,已确定,医院级
c8fd18686be849deb61e9afa88f52de1,疑似共同食品聚集,食品名称：煮螃蟹;加工及包装方式：餐饮服务业,2019/8/7 12:06,已排除,医院级
c40d51ca080c4a25b042d4124490bd37,疑似共同地点聚集,进食场所：街头食品;详细进食地点：河北省秦皇岛市山海关区鹏斌宾馆,2019/9/10 12:10,已确定,医院级
cb2031e9eb79486fad9b4a33d9c2f846,疑似共同食品聚集,食品名称：煮鲍鱼;加工及包装方式：餐饮服务业,2019/7/30 12:04,已确定,医院级
da44697e538843959652e8ddccad7086,疑似共同食品聚集,食品品牌：预包装;食品名称：凉柠檬茶;加工及包装方式：预包装,2019/9/10 12:11,已确定,医院级
da091df3387740a4a5870e78a9c49514,疑似共同食品聚集,食品名称：炒花蛤;加工及包装方式：餐饮服务业,2019/8/15 12:10,已确定,医院级
dcab6a34659541569cb3f7937e969454,疑似共同食品聚集,食品名称：蒸螃蟹;加工及包装方式：餐饮服务业,2019/7/23 0:04,已确定,医院级
e0538a8c4f584678939250ea68d8e160,疑似共同地点聚集,进食场所：其他;详细进食地点：河北省秦皇岛市山海关区雅尚美休闲会所,2019/7/23 12:33,已确定,医院级
e2eb743477cd420aa356a7e695625e8e,疑似共同食品聚集,食品名称：煮虾;加工及包装方式：餐饮服务业,2019/8/7 12:06,已排除,医院级
b532bcf01d2e4595af349c1dda0c8ca7,疑似共同食品聚集,食品名称：煮花蛤;加工及包装方式：餐饮服务业,2019/7/23 0:04,已确定,医院级
acc0eae2277e4489a417c13edf8f0f92,疑似共同食品聚集,食品名称：拌木耳;加工及包装方式：餐饮服务业,2019/7/30 12:04,已确定,医院级
be9082e1792e4092b725fe614dd076af,疑似共同食品聚集,食品名称：煮扇贝;加工及包装方式：餐饮服务业,2019/7/30 12:04,已排除,医院级
b64dfffdeb5945389c970976a2ab2c45,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：辽宁省葫芦岛市绥中县东戴河福仙居农家院,2019/8/1 16:04,已确定,医院级
aa24300559aa407d99de28014da197cf,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：辽宁省营口市西市区不祥,2019/7/22 19:45,已排除,医院级
9fa7e47d389c414b8579ac515149a2c0,疑似共同食品聚集,食品名称：蒸螃蟹;加工及包装方式：餐饮服务业,2019/8/1 16:06,已确定,医院级
9feab7b4b0b641ec89222d4846c0ac9d,疑似共同食品聚集,食品名称：炒花蛤;加工及包装方式：餐饮服务业,2019/8/7 16:09,已确定,医院级
9d301d1b5fa2416295c4b37e32f4e300,疑似共同食品聚集,食品名称：烤羊肉串;加工及包装方式：餐饮服务业,2019/7/30 12:04,已排除,医院级
a107c7a6b23548b9a4cc562743d23526,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：辽宁省葫芦岛市绥中县东戴河富德农家院,2019/7/30 12:04,已排除,医院级
a20b5f8b08fc4618896d2faa45e580c2,疑似共同食品聚集,食品名称：煮扇贝;加工及包装方式：餐饮服务业,2019/8/7 12:06,已确定,医院级
a22bbdee6db4468ba7042747f5b06d48,疑似共同食品聚集,食品名称：烤羊肉串;加工及包装方式：餐饮服务业,2019/8/15 12:10,已排除,医院级
89c2ac42db594940bd5c0470d3afd44c,疑似共同地点聚集,进食场所：零售-其他;详细进食地点：河南省周口市项城市高寺镇,2019/10/19 1:13,已排除,医院级
6915418fa4d84f0196635054b5b18aae,疑似共同地点聚集,进食场所：零售店;详细进食地点：四川省巴中市通江县兴隆乡渔池村8社家中,2019/7/30 12:04,已排除,医院级
55e79591e4994bf6b05850737bb04bdb,疑似共同食品聚集,食品品牌：伊利;食品名称：雪糕;加工及包装方式：预包装,2019/8/23 1:10,已排除,区县级
5b7106b5af204f8ebefd66bfc4505e04,疑似共同食品聚集,食品品牌：伊利;食品名称：雪糕;加工及包装方式：预包装,2019/8/8 1:05,已排除,区县级
192c7372940846389dff760f5ae5360b,疑似共同食品聚集,食品品牌：可口可乐;食品名称：雪碧;加工及包装方式：预包装,2019/8/13 12:11,已排除,区县级
c5b18ba621804255ae160b8cfd3ab383,疑似共同食品聚集,食品品牌：蒙牛;食品名称：雪糕;加工及包装方式：预包装,2019/8/23 1:10,已排除,区县级
f4e44be485974d318425c53b357ce655,疑似共同食品聚集,食品品牌：蒙牛;食品名称：雪糕;加工及包装方式：预包装,2019/8/8 1:05,已排除,区县级
d23dd393682c4f66910cf8836c289919,疑似共同食品聚集,食品品牌：品牌不详;食品名称：冰红茶;加工及包装方式：预包装,2019/7/3 3:05,已排除,医院级
b2261d59d62b43d8a72e37ea57cdffdd,疑似共同食品聚集,食品名称：牛肉粉;加工及包装方式：餐饮服务业,2019/12/14 12:16,已排除,区县级
39cdab9b34a9442eadd32260ade31f44,疑似共同食品聚集,食品名称：小龙虾;加工及包装方式：餐饮服务业,2019/8/27 12:10,已排除,区县级
6b96c273d3db4faea37808b7cff88cb9,疑似共同食品聚集,食品名称：米粉;加工及包装方式：餐饮服务业,2019/8/27 12:10,已排除,区县级
720a24135cc448768c307d2f6966ee26,疑似共同食品聚集,食品名称：拉面;加工及包装方式：餐饮服务业,2019/9/10 1:11,已排除,医院级
71f541e84aa94df28cfdfd249a0737f8,疑似共同地点聚集,进食场所：零售店;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县铁热木乡集市,2019/6/30 22:10,已排除,医院级
6836e262e6fe4349b0d23ab5581cb9aa,疑似共同食品聚集,食品名称：羊肉汤;加工及包装方式：餐饮服务业,2019/8/7 1:05,已排除,医院级
934b8cc73e614c42b4440437f67b2d18,疑似共同食品聚集,食品名称：拉面;加工及包装方式：餐饮服务业,2019/8/17 1:09,已排除,医院级
732f5681b6704c7b868329d63dce88e2,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县集市,2019/8/10 1:08,已排除,医院级
8498a1a93c3c4017b65759d7973aae20,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县也克先拜巴扎乡集市,2019/6/30 20:10,已排除,医院级
429788c92b9d40a68a7824906bcf3f2d,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/9/5 1:10,已排除,医院级
44538460b2dd41bca01599074e3ee350,疑似共同食品聚集,食品名称：羊肉;加工及包装方式：餐饮服务业,2019/8/14 16:12,已排除,医院级
464f2d7dc12d486fb6beae11e0af185f,疑似共同地点聚集,进食场所：零售店;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县也克先拜巴扎乡集市,2019/6/30 20:10,已排除,医院级
2afe6c7f81da42c98296f7f32d03f1fb,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县也克先拜巴扎乡集市,2019/8/7 1:04,已排除,医院级
1c22d2286640422ea85f44621ae209ac,疑似共同地点聚集,进食场所：零售店;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县铁热木乡集市,2019/8/7 1:04,已排除,医院级
03ef136b721a4bb89c81c0a7ed90977f,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县岳普湖镇集市,2019/9/3 1:10,已排除,医院级
a9763ce9d19a417d8fb65ba41104d818,疑似共同地点聚集,进食场所：单位食堂;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县生产营,2019/8/5 1:03,已排除,医院级
cab33a54e21846eca92eaefba33396d7,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/8/7 1:05,已排除,医院级
cd23bfbc4ad34e38a945617561d27815,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县铁热木乡集市,2019/8/7 1:04,已排除,医院级
cd141a08359d4a89916dffbbabded6d9,疑似共同地点聚集,进食场所：零售店;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县集市,2019/8/10 1:08,已排除,医院级
c6db9a71e5504d16af9f28e55b604d2e,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/10/3 1:12,已排除,医院级
bf6c8925d9504cec8abddb28deff8c72,疑似共同食品聚集,食品名称：拉面;加工及包装方式：餐饮服务业,2019/9/24 1:11,已排除,医院级
e4c10f33d94844fa87c22f60d19355fa,疑似共同地点聚集,进食场所：零售店;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县艾西曼镇集市,2019/9/5 1:09,已排除,医院级
e38c5258611f4d8b89bc8b97beed0b13,疑似共同地点聚集,进食场所：零售店;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县岳普湖镇集市,2019/9/3 1:10,已排除,医院级
d8cf43ab448f428f8706d24b7e7a24fa,疑似共同食品聚集,食品名称：凉水;加工及包装方式：餐饮服务业,2019/8/8 16:09,已排除,医院级
d2b34de2760149568ba6fc76722addea,疑似共同食品聚集,食品名称：拉面;加工及包装方式：餐饮服务业,2019/8/7 1:05,已排除,医院级
d3214ced408a4d2ca30831c5a75a562e,疑似共同地点聚集,进食场所：餐饮业-其他;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县集市,2019/6/30 18:10,已排除,医院级
f046059366854ce5b1480f4eb0bb1bb4,疑似共同地点聚集,进食场所：零售店;详细进食地点：新疆维吾尔自治区喀什地区岳普湖县集市,2019/7/9 3:11,已排除,医院级
f53fea4b651048fe87ee46bda81db6a7,疑似共同食品聚集,食品品牌：伊利;食品名称：牛奶;加工及包装方式：预包装,2019/10/24 16:15,已排除,省级
f8f13c5aaa4e4c67af8689322ed78aed,疑似共同食品聚集,食品名称：多种食品 ;加工及包装方式：餐饮服务业,2019/8/12 16:13,已排除,省级
f483365a191e42da954827dce560f09e,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/10/8 16:13,已排除,省级
e03d6062cf004cc99e1da0e24c1edf42,疑似共同食品聚集,食品名称：麻辣烫;加工及包装方式：餐饮服务业,2019/10/17 16:18,已排除,省级
de447d3541794539b6fc36c4a7137f0f,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/9/24 12:12,已排除,省级
c814c508888d44539ce11eccdd3a038d,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/10/14 12:13,已排除,省级
cdf927498c6d4062a215dbb64d87e154,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/8/8 16:09,已排除,省级
cc549fd0488c49388a9bc21e2dd43909,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/8/21 12:11,已排除,省级
d1f903ff8f784bde9707b8b817ebce2b,疑似共同食品聚集,食品名称：鱼;加工及包装方式：餐饮服务业,2019/8/10 16:11,已排除,省级
a49108e2ff7b4bf6b5beb23be93235d3,疑似共同食品聚集,食品名称：肉串;加工及包装方式：餐饮服务业,2019/8/3 12:06,已排除,省级
9c2aac40fd1f4616bd75c27bfb13bf5d,疑似共同食品聚集,食品名称：包子;加工及包装方式：餐饮服务业,2019/8/23 16:16,已排除,省级
b512086ea61f41f2b18db56ec6987f5a,疑似共同食品聚集,食品名称：多种食品;加工及包装方式：餐饮服务业,2019/8/9 12:10,已排除,省级
b76109240b9347ab9ec1a1c67e24c0b5,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/8/28 12:11,已排除,省级
01305077b0ba4c399d78a0c4f21c4c43,疑似共同食品聚集,食品名称：咸菜;加工及包装方式：餐饮服务业,2019/10/25 12:14,已排除,省级
053e1d2a2c1a4a0daf398786b54a1db4,疑似共同食品聚集,食品名称：麻辣烫;加工及包装方式：餐饮服务业,2019/8/8 16:09,已排除,省级
0b0b7b0c34944abcb9dbdffdfdb5bca0,疑似共同食品聚集,食品名称：烤肉;加工及包装方式：餐饮服务业,2019/8/8 16:09,已排除,省级
1c075beabe0041d6b82877be5c59e721,疑似共同食品聚集,食品名称：盒饭;加工及包装方式：餐饮服务业,2019/10/18 12:15,已排除,省级
28db3891d9ce46ba8b0fc2ac1004d9a1,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/8/29 16:13,已排除,省级
2dbc397d8c714bedb76d4a6605eebfb1,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/9/24 16:13,已排除,省级
3837432146a84af488c9213aa8e07adb,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/9/9 12:11,已排除,省级
37a079b6f41542309fc1a76b9b64bf31,疑似共同食品聚集,食品名称：海鲜;加工及包装方式：餐饮服务业,2019/10/14 12:13,已排除,省级
46de89d0f29640d698c105e25d9eaf77,疑似共同食品聚集,食品名称：海鲜;加工及包装方式：餐饮服务业,2019/8/8 12:06,已排除,省级
3deef12e6e4842f4973af5e20d66ead1,疑似共同食品聚集,食品名称：米线;加工及包装方式：餐饮服务业,2019/10/23 12:14,已排除,省级
7cbbe1d25766406a9e6ca9369d5120fa,疑似共同食品聚集,食品名称：羊肉串;加工及包装方式：餐饮服务业,2019/8/9 16:13,已排除,省级
7e0c3cf1c75f4f09bb9dec4901ba8748,疑似共同食品聚集,食品名称：冷面;加工及包装方式：餐饮服务业,2019/8/8 12:06,已排除,省级
7b6cb3d66d8b46779333dda9a71a52bb,疑似共同食品聚集,食品名称：麻辣烫;加工及包装方式：餐饮服务业,2019/12/3 12:17,已排除,省级
7be1c3156fb84e9e93a7f229b083f0db,疑似共同食品聚集,食品名称：米饭;加工及包装方式：餐饮服务业,2019/8/7 12:06,已排除,省级
77b3a7d355d4473d9979d0f276a70e59,疑似共同食品聚集,食品名称：包子;加工及包装方式：餐饮服务业,2019/9/5 12:11,已排除,省级
897541cea11b4674a613f5a9e5820a4f,疑似共同食品聚集,食品名称：冷面;加工及包装方式：餐饮服务业,2019/8/23 12:11,已排除,省级
8c69a57112464fbd9a55e4a90379671b,疑似共同食品聚集,食品名称：豆角;加工及包装方式：餐饮服务业,2019/9/30 1:11,已排除,省级
66a6e53a4a234403b5a0b03575388dc3,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/8/8 16:09,已排除,省级
69c599ef8fb640e291038bdb64527719,疑似共同食品聚集,食品名称：海鲜;加工及包装方式：餐饮服务业,2019/9/9 12:11,已排除,省级
5b7d97e25e4540848a540852364ce761,疑似共同食品聚集,食品名称：海鲜;加工及包装方式：餐饮服务业,2019/8/26 12:11,已排除,省级
4afe8916fe854547a4e267346f15e2c6,疑似共同食品聚集,食品名称：炒粉;加工及包装方式：餐饮服务业,2019/9/30 12:12,已排除,医院级
6ca933b7310c470481dc5dec492becbb,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/11/1 16:15,已排除,医院级
5dbb337074dd47b2aaa3d13a9241ba05,疑似共同食品聚集,食品品牌：克利策;食品名称：冰镇克利策啤酒;加工及包装方式：预包装,2019/7/19 3:14,已排除,医院级
95d165b615984d08bdb670e6a5893e46,疑似共同食品聚集,食品品牌：蒙牛;食品名称：雪糕;加工及包装方式：预包装,2019/8/6 12:05,已排除,医院级
493184137eb345c58a49ba0d077af6c5,疑似共同食品聚集,食品名称：凉皮;加工及包装方式：餐饮服务业,2019/7/23 0:05,已排除,医院级
dc4a3542a0a848058438cffef00fb15c,疑似共同食品聚集,食品品牌：亚奥特;食品名称：牛奶;加工及包装方式：预包装,2019/10/15 16:14,已排除,医院级
c968ebf810244a0fa8799647fffe961b,疑似共同食品聚集,食品品牌：无品牌 自家制作;食品名称：核桃;加工及包装方式：预包装,2019/7/30 12:04,已确定,医院级
b2edb647ba1a401ea7c6174501f2d284,疑似共同食品聚集,食品名称：麻辣火锅;加工及包装方式：餐饮服务业,2019/11/22 12:15,已排除,医院级
0d6967ac5ab64f1099a11f75cd6e6b52,疑似共同地点聚集,进食场所：街头食品;详细进食地点：云南省昭通市鲁甸县火德红集镇,2019/12/9 1:16,已排除,医院级
7b410d30ef9747c4a563df931d6bf328,疑似共同食品聚集,食品名称：酸汤猪脚火锅;加工及包装方式：餐饮服务业,2019/11/26 12:15,已排除,医院级
5cbad641f9574b0983ce0156ec9ab977,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/12/19 1:17,已排除,医院级
6c1c893ec1014a9291a3833f7988f053,疑似共同食品聚集,食品名称：炒蛤;加工及包装方式：餐饮服务业,2019/8/17 1:10,已排除,区县级
7de25345346a4151b62309ccb8079a0f,疑似共同食品聚集,食品名称：煮扇贝;加工及包装方式：餐饮服务业,2019/9/30 12:13,已排除,区县级
caf102171d304c69b4e849379152482d,疑似共同食品聚集,食品名称：煮扇贝;加工及包装方式：餐饮服务业,2019/8/10 12:09,已排除,区县级
e4e7be39037541efa8203af2d4171810,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省德州市德城区兰州拉面馆,2019/12/15 16:16,已确定,医院级
e24be104909344e598b03a682ecc0b20,疑似共同食品聚集,食品名称：老豆腐;加工及包装方式：餐饮服务业,2019/10/10 12:12,已排除,医院级
7b3b4a9e04ed4812b763845be1c35cf3,疑似共同食品聚集,食品名称：拉面;加工及包装方式：餐饮服务业,2019/12/15 16:16,已确定,医院级
137f55ea8aa44a9cb27cead168d1e4d9,疑似共同食品聚集,食品品牌：啤酒;食品名称：啤酒;加工及包装方式：预包装,2019/10/11 12:12,已排除,医院级
bbb93d7f1455434890c74caeef2ac29d,疑似共同食品聚集,食品品牌：伊利;食品名称：雪糕;加工及包装方式：预包装,2019/7/31 1:05,已排除,医院级
b4ce99c290964f81b9acbe0f384d71e6,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/10/13 12:12,已排除,医院级
0f7e57e134a44d62aeb459720c7a8ad4,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/9/28 12:11,已排除,医院级
410ce076a51e41c0b7c854a77f76145d,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：四川省宜宾市翠屏区孔滩镇路边烧烤店,2019/8/1 12:04,已排除,医院级
72019ac923ba4d8e92f7778130fd2cf5,疑似共同食品聚集,食品名称：火锅;加工及包装方式：餐饮服务业,2019/9/3 1:10,已排除,医院级
6e0718ad84444b30a811a7ba08f4dfea,疑似共同食品聚集,食品名称：烧烤;加工及包装方式：餐饮服务业,2019/7/31 1:05,已排除,医院级
09350b1a3ef74b599a9bc0e60e3b0cda,疑似共同地点聚集,进食场所：其他;详细进食地点：湖北省黄冈市麻城市家中,2019/10/5 16:11,已确定,医院级
17460c6dba0d462da92f5d7d9d3cc5ca,疑似共同地点聚集,进食场所：其他;详细进食地点：河北省张家口市沽源县大二号乡自家菜地里,2019/7/30 12:04,已排除,医院级
1cdb1f514e464a4dadfbce33ffc3a8c6,疑似共同食品聚集,食品品牌：山水;食品名称：冰镇啤酒;加工及包装方式：预包装,2019/7/30 16:06,已排除,医院级
262a0cd8341846f19a8721815756c283,疑似共同地点聚集,进食场所：其他;详细进食地点：湖南省永州市蓝山县人民医院,2019/12/6 16:16,已排除,医院级
1872421ec4224d9eaacc7e8fc952b945,疑似共同食品聚集,食品名称：金针菇;加工及包装方式：餐饮服务业,2019/8/12 12:09,已确定,医院级
5101e9ee416f4b4c84d261f639c53ef6,疑似共同食品聚集,食品名称：螺蛳粉;加工及包装方式：餐饮服务业,2019/8/10 1:09,已排除,医院级
8f2865c39d22438dbc33ecdac3637fe9,疑似共同食品聚集,食品名称：肠粉;加工及包装方式：餐饮服务业,2019/8/12 12:09,已排除,医院级
463a4098a83b4f57b9aad072b8932751,疑似共同地点聚集,进食场所：其他;详细进食地点：山东省临沂市沂水县沂水县医院,2019/10/24 1:12,已排除,医院级
0d4f84aa071e411bbfa9ecfcea9eaeb2,疑似共同食品聚集,食品品牌：酸奶;食品名称：奶制品;加工及包装方式：预包装,2019/12/4 1:16,已排除,医院级
825df862e40444f6bd8d4ee336512573,疑似共同地点聚集,进食场所：农村宴席;详细进食地点：四川省雅安市名山县车岭骑岗村2组54号,2019/8/22 12:08,已确定,医院级
d000fe3e524d4336a337c067eefbecd5,疑似共同地点聚集,进食场所：农村宴席;详细进食地点：湖南省株洲市芦淞区白关镇旭日村,2019/7/3 2:57,已排除,医院级
887c7a8dfb4b418bbb0adbe56a6a1bff,疑似共同食品聚集,食品品牌：伊利;食品名称：雪糕;加工及包装方式：预包装,2019/8/12 16:12,已排除,医院级
00430b3aad274620a5e362d108aa43f4,疑似共同食品聚集,食品品牌：蒙牛;食品名称：雪糕;加工及包装方式：预包装,2019/8/3 1:05,已排除,医院级
424a094819994c739c10a561cc2aaf99,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：湖北省荆州市荆州区郢都路94号,2019/7/16 3:21,已确定,医院级
b02df622a7c54aa29526eddfb9358811,疑似共同地点聚集,进食场所：食品店;详细进食地点：湖北省荆州市荆州区新南门外,2019/7/5 3:11,已确定,医院级
e42c28904474472886700c881e7ba6e7,疑似共同地点聚集,进食场所：零售店;详细进食地点：湖南省永州市新田县二中学校门口,2019/12/18 12:17,已排除,医院级
d463979b37f14f8dad6b209810a9eab0,疑似共同地点聚集,进食场所：学校食堂;详细进食地点：山东省青岛市市北区青岛市交通职业学校食堂,2019/12/13 12:16,已确定,医院级
db0cf858797440aeab4ac52be1db3faa,疑似共同地点聚集,进食场所：饭店（酒店）;详细进食地点：山东省青岛市李沧区湘潭路鸿涛苑私房菜馆,2019/7/22 19:46,已确定,医院级
